contest_id,contest_name,index,problem_name,tags,start_time,end_time,link
1912,"2023-2024 ICPC, NERC, Northern Eurasia Onsite (Unrated, Online Mirror, ICPC Rules, Teams Preferred)",A,Accumulator Apex,"['data structures', 'implementation', 'sortings']",2023.12.13 7:35,2023.12.13 12:35,https://codeforces.com/contest/1912/problem/A
1912,"2023-2024 ICPC, NERC, Northern Eurasia Onsite (Unrated, Online Mirror, ICPC Rules, Teams Preferred)",B,Blueprint for Seating,"['combinatorics', 'divide and conquer', 'math']",2023.12.13 7:35,2023.12.13 12:35,https://codeforces.com/contest/1912/problem/B
1912,"2023-2024 ICPC, NERC, Northern Eurasia Onsite (Unrated, Online Mirror, ICPC Rules, Teams Preferred)",C,Cactus Transformation,['constructive algorithms'],2023.12.13 7:35,2023.12.13 12:35,https://codeforces.com/contest/1912/problem/C
1912,"2023-2024 ICPC, NERC, Northern Eurasia Onsite (Unrated, Online Mirror, ICPC Rules, Teams Preferred)",D,Divisibility Test,['math'],2023.12.13 7:35,2023.12.13 12:35,https://codeforces.com/contest/1912/problem/D
1912,"2023-2024 ICPC, NERC, Northern Eurasia Onsite (Unrated, Online Mirror, ICPC Rules, Teams Preferred)",E,Evaluate It and Back Again,"['constructive algorithms', 'implementation', 'math']",2023.12.13 7:35,2023.12.13 12:35,https://codeforces.com/contest/1912/problem/E
1912,"2023-2024 ICPC, NERC, Northern Eurasia Onsite (Unrated, Online Mirror, ICPC Rules, Teams Preferred)",F,Fugitive Frenzy,"['math', 'probabilities']",2023.12.13 7:35,2023.12.13 12:35,https://codeforces.com/contest/1912/problem/F
1912,"2023-2024 ICPC, NERC, Northern Eurasia Onsite (Unrated, Online Mirror, ICPC Rules, Teams Preferred)",G,Great City Saint Petersburg,['data structures'],2023.12.13 7:35,2023.12.13 12:35,https://codeforces.com/contest/1912/problem/G
1912,"2023-2024 ICPC, NERC, Northern Eurasia Onsite (Unrated, Online Mirror, ICPC Rules, Teams Preferred)",H,Hypercatapult Commute,['graphs'],2023.12.13 7:35,2023.12.13 12:35,https://codeforces.com/contest/1912/problem/H
1912,"2023-2024 ICPC, NERC, Northern Eurasia Onsite (Unrated, Online Mirror, ICPC Rules, Teams Preferred)",I,Innovative Washing Machine,"['geometry', 'math', 'two pointers']",2023.12.13 7:35,2023.12.13 12:35,https://codeforces.com/contest/1912/problem/I
1912,"2023-2024 ICPC, NERC, Northern Eurasia Onsite (Unrated, Online Mirror, ICPC Rules, Teams Preferred)",J,Joy of Pokémon Observation,[],2023.12.13 7:35,2023.12.13 12:35,https://codeforces.com/contest/1912/problem/J
1912,"2023-2024 ICPC, NERC, Northern Eurasia Onsite (Unrated, Online Mirror, ICPC Rules, Teams Preferred)",K,Kim's Quest,"['bitmasks', 'combinatorics', 'dp']",2023.12.13 7:35,2023.12.13 12:35,https://codeforces.com/contest/1912/problem/K
1912,"2023-2024 ICPC, NERC, Northern Eurasia Onsite (Unrated, Online Mirror, ICPC Rules, Teams Preferred)",L,LOL Lovers,['strings'],2023.12.13 7:35,2023.12.13 12:35,https://codeforces.com/contest/1912/problem/L
1910,"Kotlin Heroes: Episode 9 (Unrated, T-Shirts + Prizes!)",A,Username,"['*special', 'implementation']",2023.12.11 14:35,2023.12.11 17:5,https://codeforces.com/contest/1910/problem/A
1910,"Kotlin Heroes: Episode 9 (Unrated, T-Shirts + Prizes!)",B,Security Guard,"['*special', 'greedy']",2023.12.11 14:35,2023.12.11 17:5,https://codeforces.com/contest/1910/problem/B
1910,"Kotlin Heroes: Episode 9 (Unrated, T-Shirts + Prizes!)",C,Poisonous Swamp,"['*special', '*special', 'implementation', 'implementation']",2023.12.11 14:35,2023.12.11 17:5,https://codeforces.com/contest/1910/problem/C
1910,"Kotlin Heroes: Episode 9 (Unrated, T-Shirts + Prizes!)",D,Remove and Add,"['*special', 'greedy']",2023.12.11 14:35,2023.12.11 17:5,https://codeforces.com/contest/1910/problem/D
1910,"Kotlin Heroes: Episode 9 (Unrated, T-Shirts + Prizes!)",E,Maximum Sum Subarrays,"['*special', 'dp']",2023.12.11 14:35,2023.12.11 17:5,https://codeforces.com/contest/1910/problem/E
1910,"Kotlin Heroes: Episode 9 (Unrated, T-Shirts + Prizes!)",F,Build Railway Stations,"['*special', 'greedy', 'trees']",2023.12.11 14:35,2023.12.11 17:5,https://codeforces.com/contest/1910/problem/F
1910,"Kotlin Heroes: Episode 9 (Unrated, T-Shirts + Prizes!)",G,Pool Records,"['*special', 'greedy']",2023.12.11 14:35,2023.12.11 17:5,https://codeforces.com/contest/1910/problem/G
1910,"Kotlin Heroes: Episode 9 (Unrated, T-Shirts + Prizes!)",H,Sum of Digits of Sums,"['*special', 'binary search', 'data structures']",2023.12.11 14:35,2023.12.11 17:5,https://codeforces.com/contest/1910/problem/H
1910,"Kotlin Heroes: Episode 9 (Unrated, T-Shirts + Prizes!)",I,Inverse Problem,"['*special', 'combinatorics', 'dp']",2023.12.11 14:35,2023.12.11 17:5,https://codeforces.com/contest/1910/problem/I
1910,"Kotlin Heroes: Episode 9 (Unrated, T-Shirts + Prizes!)",J,Two Colors,['*special'],2023.12.11 14:35,2023.12.11 17:5,https://codeforces.com/contest/1910/problem/J
1904,Codeforces Round 914 (Div. 2),A,Forked!,"['brute force', 'implementation']",2023.12.9 16:5,2023.12.9 18:5,https://codeforces.com/contest/1904/problem/A
1904,Codeforces Round 914 (Div. 2),B,Collecting Game,"['binary search', 'dp', 'greedy', 'sortings', 'two pointers']",2023.12.9 16:5,2023.12.9 18:5,https://codeforces.com/contest/1904/problem/B
1904,Codeforces Round 914 (Div. 2),C,Array Game,"['binary search', 'brute force', 'data structures', 'sortings', 'two pointers']",2023.12.9 16:5,2023.12.9 18:5,https://codeforces.com/contest/1904/problem/C
1904,Codeforces Round 914 (Div. 2),D1,Set To Max (Easy Version),"['brute force', 'constructive algorithms', 'greedy']",2023.12.9 16:5,2023.12.9 18:5,https://codeforces.com/contest/1904/problem/D1
1904,Codeforces Round 914 (Div. 2),D2,Set To Max (Hard Version),"['constructive algorithms', 'data structures', 'divide and conquer', 'greedy', 'implementation', 'sortings']",2023.12.9 16:5,2023.12.9 18:5,https://codeforces.com/contest/1904/problem/D2
1904,Codeforces Round 914 (Div. 2),E,Tree Queries,"['data structures', 'dfs and similar', 'graphs', 'implementation', 'trees']",2023.12.9 16:5,2023.12.9 18:5,https://codeforces.com/contest/1904/problem/E
1904,Codeforces Round 914 (Div. 2),F,Beautiful Tree,"['data structures', 'dfs and similar', 'graphs', 'implementation', 'trees']",2023.12.9 16:5,2023.12.9 18:5,https://codeforces.com/contest/1904/problem/F
1907,Codeforces Round 913 (Div. 3),A,Rook,['implementation'],2023.12.5 14:45,2023.12.5 17:0,https://codeforces.com/contest/1907/problem/A
1907,Codeforces Round 913 (Div. 3),B,YetnotherrokenKeoard,"['data structures', 'implementation', 'strings']",2023.12.5 14:45,2023.12.5 17:0,https://codeforces.com/contest/1907/problem/B
1907,Codeforces Round 913 (Div. 3),C,Removal of Unattractive Pairs,"['constructive algorithms', 'greedy', 'math', 'strings']",2023.12.5 14:45,2023.12.5 17:0,https://codeforces.com/contest/1907/problem/C
1907,Codeforces Round 913 (Div. 3),D,Jumping Through Segments,"['binary search', 'constructive algorithms']",2023.12.5 14:45,2023.12.5 17:0,https://codeforces.com/contest/1907/problem/D
1907,Codeforces Round 913 (Div. 3),E,Good Triples,"['brute force', 'combinatorics', 'number theory']",2023.12.5 14:45,2023.12.5 17:0,https://codeforces.com/contest/1907/problem/E
1907,Codeforces Round 913 (Div. 3),F,Shift and Reverse,"['greedy', 'sortings']",2023.12.5 14:45,2023.12.5 17:0,https://codeforces.com/contest/1907/problem/F
1907,Codeforces Round 913 (Div. 3),G,Lights,"['brute force', 'constructive algorithms', 'dfs and similar', 'graphs', 'greedy', 'implementation']",2023.12.5 14:45,2023.12.5 17:0,https://codeforces.com/contest/1907/problem/G
1902,Educational Codeforces Round 159 (Rated for Div. 2),A,Binary Imbalance,['constructive algorithms'],2023.12.3 14:35,2023.12.3 16:35,https://codeforces.com/contest/1902/problem/A
1902,Educational Codeforces Round 159 (Rated for Div. 2),B,Getting Points,"['binary search', 'brute force', 'greedy']",2023.12.3 14:35,2023.12.3 16:35,https://codeforces.com/contest/1902/problem/B
1902,Educational Codeforces Round 159 (Rated for Div. 2),C,Insert and Equalize,"['brute force', 'constructive algorithms', 'greedy', 'math', 'number theory']",2023.12.3 14:35,2023.12.3 16:35,https://codeforces.com/contest/1902/problem/C
1902,Educational Codeforces Round 159 (Rated for Div. 2),D,Robot Queries,"['binary search', 'data structures', 'dp', 'implementation']",2023.12.3 14:35,2023.12.3 16:35,https://codeforces.com/contest/1902/problem/D
1902,Educational Codeforces Round 159 (Rated for Div. 2),E,Collapsing Strings,"['data structures', 'strings', 'trees']",2023.12.3 14:35,2023.12.3 16:35,https://codeforces.com/contest/1902/problem/E
1902,Educational Codeforces Round 159 (Rated for Div. 2),F,Trees and XOR Queries Again,"['data structures', 'dfs and similar', 'divide and conquer', 'graphs', 'implementation', 'math', 'trees']",2023.12.3 14:35,2023.12.3 16:35,https://codeforces.com/contest/1902/problem/F
1906,"2023-2024 ICPC, Asia Jakarta Regional Contest (Online Mirror, Unrated, ICPC Rules, Teams Preferred)",A,Easy As ABC,['brute force'],2023.12.3 4:35,2023.12.3 9:35,https://codeforces.com/contest/1906/problem/A
1906,"2023-2024 ICPC, Asia Jakarta Regional Contest (Online Mirror, Unrated, ICPC Rules, Teams Preferred)",B,Button Pressing,"['bitmasks', 'constructive algorithms', 'hashing']",2023.12.3 4:35,2023.12.3 9:35,https://codeforces.com/contest/1906/problem/B
1906,"2023-2024 ICPC, Asia Jakarta Regional Contest (Online Mirror, Unrated, ICPC Rules, Teams Preferred)",C,Cursed Game,['interactive'],2023.12.3 4:35,2023.12.3 9:35,https://codeforces.com/contest/1906/problem/C
1906,"2023-2024 ICPC, Asia Jakarta Regional Contest (Online Mirror, Unrated, ICPC Rules, Teams Preferred)",D,Spaceship Exploration,"['binary search', 'geometry']",2023.12.3 4:35,2023.12.3 9:35,https://codeforces.com/contest/1906/problem/D
1906,"2023-2024 ICPC, Asia Jakarta Regional Contest (Online Mirror, Unrated, ICPC Rules, Teams Preferred)",E,Merge Not Sort,"['constructive algorithms', 'dp']",2023.12.3 4:35,2023.12.3 9:35,https://codeforces.com/contest/1906/problem/E
1906,"2023-2024 ICPC, Asia Jakarta Regional Contest (Online Mirror, Unrated, ICPC Rules, Teams Preferred)",F,Maximize The Value,"['data structures', 'sortings']",2023.12.3 4:35,2023.12.3 9:35,https://codeforces.com/contest/1906/problem/F
1906,"2023-2024 ICPC, Asia Jakarta Regional Contest (Online Mirror, Unrated, ICPC Rules, Teams Preferred)",G,Grid Game 2,"['games', 'number theory']",2023.12.3 4:35,2023.12.3 9:35,https://codeforces.com/contest/1906/problem/G
1906,"2023-2024 ICPC, Asia Jakarta Regional Contest (Online Mirror, Unrated, ICPC Rules, Teams Preferred)",H,Twin Friends,"['combinatorics', 'dp']",2023.12.3 4:35,2023.12.3 9:35,https://codeforces.com/contest/1906/problem/H
1906,"2023-2024 ICPC, Asia Jakarta Regional Contest (Online Mirror, Unrated, ICPC Rules, Teams Preferred)",I,Contingency Plan 2,['graph matchings'],2023.12.3 4:35,2023.12.3 9:35,https://codeforces.com/contest/1906/problem/I
1906,"2023-2024 ICPC, Asia Jakarta Regional Contest (Online Mirror, Unrated, ICPC Rules, Teams Preferred)",J,Count BFS Graph,"['combinatorics', 'dp']",2023.12.3 4:35,2023.12.3 9:35,https://codeforces.com/contest/1906/problem/J
1906,"2023-2024 ICPC, Asia Jakarta Regional Contest (Online Mirror, Unrated, ICPC Rules, Teams Preferred)",K,Deck-Building Game,"['divide and conquer', 'math']",2023.12.3 4:35,2023.12.3 9:35,https://codeforces.com/contest/1906/problem/K
1906,"2023-2024 ICPC, Asia Jakarta Regional Contest (Online Mirror, Unrated, ICPC Rules, Teams Preferred)",L,Palindromic Parentheses,['constructive algorithms'],2023.12.3 4:35,2023.12.3 9:35,https://codeforces.com/contest/1906/problem/L
1906,"2023-2024 ICPC, Asia Jakarta Regional Contest (Online Mirror, Unrated, ICPC Rules, Teams Preferred)",M,Triangle Construction,"['greedy', 'math']",2023.12.3 4:35,2023.12.3 9:35,https://codeforces.com/contest/1906/problem/M
1911,Kotlin Heroes: Practice 9 (release 2),A,Spy Detected!,"['*special', 'implementation']",2023.12.1 14:25,2023.12.11 14:25,https://codeforces.com/contest/1911/problem/A
1911,Kotlin Heroes: Practice 9 (release 2),B,Repeating Cipher,"['*special', 'implementation']",2023.12.1 14:25,2023.12.11 14:25,https://codeforces.com/contest/1911/problem/B
1911,Kotlin Heroes: Practice 9 (release 2),C,Teams Forming,"['*special', 'sortings']",2023.12.1 14:25,2023.12.11 14:25,https://codeforces.com/contest/1911/problem/C
1911,Kotlin Heroes: Practice 9 (release 2),D,Two Shuffled Sequences,['*special'],2023.12.1 14:25,2023.12.11 14:25,https://codeforces.com/contest/1911/problem/D
1911,Kotlin Heroes: Practice 9 (release 2),E,Powers Of Two,"['*special', 'bitmasks', 'greedy']",2023.12.1 14:25,2023.12.11 14:25,https://codeforces.com/contest/1911/problem/E
1911,Kotlin Heroes: Practice 9 (release 2),F,Boxers,"['*special', 'greedy']",2023.12.1 14:25,2023.12.11 14:25,https://codeforces.com/contest/1911/problem/F
1911,Kotlin Heroes: Practice 9 (release 2),G,Median String,"['*special', 'strings']",2023.12.1 14:25,2023.12.11 14:25,https://codeforces.com/contest/1911/problem/G
1911,Kotlin Heroes: Practice 9 (release 2),H,Two Merged Sequences,"['*special', 'dp']",2023.12.1 14:25,2023.12.11 14:25,https://codeforces.com/contest/1911/problem/H
1903,Codeforces Round 912 (Div. 2),A,Halloumi Boxes,"['brute force', 'greedy', 'sortings']",2023.11.30 16:35,2023.11.30 18:50,https://codeforces.com/contest/1903/problem/A
1903,Codeforces Round 912 (Div. 2),B,StORage room,"['bitmasks', 'brute force', 'constructive algorithms', 'greedy']",2023.11.30 16:35,2023.11.30 18:50,https://codeforces.com/contest/1903/problem/B
1903,Codeforces Round 912 (Div. 2),C,Theofanis' Nightmare,"['constructive algorithms', 'greedy']",2023.11.30 16:35,2023.11.30 18:50,https://codeforces.com/contest/1903/problem/C
1903,Codeforces Round 912 (Div. 2),D1,Maximum And Queries (easy version),"['binary search', 'bitmasks', 'brute force', 'greedy']",2023.11.30 16:35,2023.11.30 18:50,https://codeforces.com/contest/1903/problem/D1
1903,Codeforces Round 912 (Div. 2),D2,Maximum And Queries (hard version),"['bitmasks', 'divide and conquer', 'dp', 'greedy']",2023.11.30 16:35,2023.11.30 18:50,https://codeforces.com/contest/1903/problem/D2
1903,Codeforces Round 912 (Div. 2),E,Geo Game,"['greedy', 'interactive', 'math']",2023.11.30 16:35,2023.11.30 18:50,https://codeforces.com/contest/1903/problem/E
1903,Codeforces Round 912 (Div. 2),F,Babysitting,"['2-sat', 'binary search', 'data structures', 'graphs', 'trees']",2023.11.30 16:35,2023.11.30 18:50,https://codeforces.com/contest/1903/problem/F
1900,Codeforces Round 911 (Div. 2),A,Cover in Water,"['constructive algorithms', 'greedy', 'implementation', 'strings']",2023.11.26 14:35,2023.11.26 16:35,https://codeforces.com/contest/1900/problem/A
1900,Codeforces Round 911 (Div. 2),B,Laura and Operations,"['dp', 'math']",2023.11.26 14:35,2023.11.26 16:35,https://codeforces.com/contest/1900/problem/B
1900,Codeforces Round 911 (Div. 2),C,Anji's Binary Tree,"['dfs and similar', 'dp', 'trees']",2023.11.26 14:35,2023.11.26 16:35,https://codeforces.com/contest/1900/problem/C
1900,Codeforces Round 911 (Div. 2),D,Small GCD,"['bitmasks', 'brute force', 'dp', 'math', 'number theory']",2023.11.26 14:35,2023.11.26 16:35,https://codeforces.com/contest/1900/problem/D
1900,Codeforces Round 911 (Div. 2),E,Transitive Graph,"['dfs and similar', 'dp', 'dsu', 'graphs', 'implementation']",2023.11.26 14:35,2023.11.26 16:35,https://codeforces.com/contest/1900/problem/E
1900,Codeforces Round 911 (Div. 2),F,Local Deletions,"['binary search', 'data structures', 'implementation']",2023.11.26 14:35,2023.11.26 16:35,https://codeforces.com/contest/1900/problem/F
1896,"CodeTON Round 7 (Div. 1 + Div. 2, Rated, Prizes!)",A,Jagged Swaps,['sortings'],2023.11.25 14:50,2023.11.25 17:20,https://codeforces.com/contest/1896/problem/A
1896,"CodeTON Round 7 (Div. 1 + Div. 2, Rated, Prizes!)",B,AB Flipping,"['greedy', 'strings', 'two pointers']",2023.11.25 14:50,2023.11.25 17:20,https://codeforces.com/contest/1896/problem/B
1896,"CodeTON Round 7 (Div. 1 + Div. 2, Rated, Prizes!)",C,Matching Arrays,"['binary search', 'constructive algorithms', 'greedy', 'sortings']",2023.11.25 14:50,2023.11.25 17:20,https://codeforces.com/contest/1896/problem/C
1896,"CodeTON Round 7 (Div. 1 + Div. 2, Rated, Prizes!)",D,Ones and Twos,"['binary search', 'data structures', 'divide and conquer', 'math', 'two pointers']",2023.11.25 14:50,2023.11.25 17:20,https://codeforces.com/contest/1896/problem/D
1896,"CodeTON Round 7 (Div. 1 + Div. 2, Rated, Prizes!)",E,Permutation Sorting,"['data structures', 'sortings']",2023.11.25 14:50,2023.11.25 17:20,https://codeforces.com/contest/1896/problem/E
1896,"CodeTON Round 7 (Div. 1 + Div. 2, Rated, Prizes!)",F,Bracket Xoring,"['constructive algorithms', 'greedy', 'implementation', 'math']",2023.11.25 14:50,2023.11.25 17:20,https://codeforces.com/contest/1896/problem/F
1896,"CodeTON Round 7 (Div. 1 + Div. 2, Rated, Prizes!)",G,Pepe Racing,"['constructive algorithms', 'implementation', 'interactive', 'sortings']",2023.11.25 14:50,2023.11.25 17:20,https://codeforces.com/contest/1896/problem/G
1896,"CodeTON Round 7 (Div. 1 + Div. 2, Rated, Prizes!)",H1,Cyclic Hamming (Easy Version),"['brute force', 'divide and conquer', 'dp', 'fft', 'math', 'number theory']",2023.11.25 14:50,2023.11.25 17:20,https://codeforces.com/contest/1896/problem/H1
1896,"CodeTON Round 7 (Div. 1 + Div. 2, Rated, Prizes!)",H2,Cyclic Hamming (Hard Version),"['brute force', 'dp', 'fft', 'math', 'number theory']",2023.11.25 14:50,2023.11.25 17:20,https://codeforces.com/contest/1896/problem/H2
1901,Educational Codeforces Round 158 (Rated for Div. 2),A,Line Trip,"['greedy', 'math']",2023.11.24 14:35,2023.11.24 16:35,https://codeforces.com/contest/1901/problem/A
1901,Educational Codeforces Round 158 (Rated for Div. 2),B,Chip and Ribbon,"['greedy', 'math']",2023.11.24 14:35,2023.11.24 16:35,https://codeforces.com/contest/1901/problem/B
1901,Educational Codeforces Round 158 (Rated for Div. 2),C,"Add, Divide and Floor","['constructive algorithms', 'greedy', 'math']",2023.11.24 14:35,2023.11.24 16:35,https://codeforces.com/contest/1901/problem/C
1901,Educational Codeforces Round 158 (Rated for Div. 2),D,Yet Another Monster Fight,"['binary search', 'dp', 'greedy', 'implementation', 'math']",2023.11.24 14:35,2023.11.24 16:35,https://codeforces.com/contest/1901/problem/D
1901,Educational Codeforces Round 158 (Rated for Div. 2),E,Compressed Tree,"['dfs and similar', 'dp', 'graphs', 'greedy', 'sortings', 'trees']",2023.11.24 14:35,2023.11.24 16:35,https://codeforces.com/contest/1901/problem/E
1901,Educational Codeforces Round 158 (Rated for Div. 2),F,Landscaping,"['binary search', 'geometry', 'two pointers']",2023.11.24 14:35,2023.11.24 16:35,https://codeforces.com/contest/1901/problem/F
1885,ICPC 2023 Online Challenge powered by Huawei,A,Deterministic Scheduling for Extended Reality over 5G and Beyond,['*special'],2023.11.20 7:0,2023.12.4 7:0,https://codeforces.com/contest/1885/problem/A
1898,Codeforces Round 910 (Div. 2),A,Milica and String,"['brute force', 'implementation', 'strings']",2023.11.19 14:35,2023.11.19 16:35,https://codeforces.com/contest/1898/problem/A
1898,Codeforces Round 910 (Div. 2),B,Milena and Admirer,"['greedy', 'math']",2023.11.19 14:35,2023.11.19 16:35,https://codeforces.com/contest/1898/problem/B
1898,Codeforces Round 910 (Div. 2),C,Colorful Grid,['constructive algorithms'],2023.11.19 14:35,2023.11.19 16:35,https://codeforces.com/contest/1898/problem/C
1898,Codeforces Round 910 (Div. 2),D,Absolute Beauty,"['greedy', 'math']",2023.11.19 14:35,2023.11.19 16:35,https://codeforces.com/contest/1898/problem/D
1898,Codeforces Round 910 (Div. 2),E,Sofia and Strings,"['data structures', 'greedy', 'sortings', 'strings', 'two pointers']",2023.11.19 14:35,2023.11.19 16:35,https://codeforces.com/contest/1898/problem/E
1898,Codeforces Round 910 (Div. 2),F,Vova Escapes the Matrix,"['brute force', 'dfs and similar', 'divide and conquer', 'shortest paths']",2023.11.19 14:35,2023.11.19 16:35,https://codeforces.com/contest/1898/problem/F
1899,Codeforces Round 909 (Div. 3),A,Game with Integers,"['games', 'math', 'number theory']",2023.11.17 14:35,2023.11.17 16:50,https://codeforces.com/contest/1899/problem/A
1899,Codeforces Round 909 (Div. 3),B,250 Thousand Tons of TNT,"['brute force', 'implementation', 'number theory']",2023.11.17 14:35,2023.11.17 16:50,https://codeforces.com/contest/1899/problem/B
1899,Codeforces Round 909 (Div. 3),C,Yarik and Array,"['dp', 'greedy', 'two pointers']",2023.11.17 14:35,2023.11.17 16:50,https://codeforces.com/contest/1899/problem/C
1899,Codeforces Round 909 (Div. 3),D,Yarik and Musical Notes,"['hashing', 'math', 'number theory']",2023.11.17 14:35,2023.11.17 16:50,https://codeforces.com/contest/1899/problem/D
1899,Codeforces Round 909 (Div. 3),E,Queue Sort,"['greedy', 'implementation', 'sortings']",2023.11.17 14:35,2023.11.17 16:50,https://codeforces.com/contest/1899/problem/E
1899,Codeforces Round 909 (Div. 3),F,Alex's whims,"['constructive algorithms', 'graphs', 'greedy', 'shortest paths', 'trees']",2023.11.17 14:35,2023.11.17 16:50,https://codeforces.com/contest/1899/problem/F
1899,Codeforces Round 909 (Div. 3),G,Unusual Entertainment,"['data structures', 'dfs and similar', 'dsu', 'shortest paths', 'sortings', 'trees', 'two pointers']",2023.11.17 14:35,2023.11.17 16:50,https://codeforces.com/contest/1899/problem/G
1893,Codeforces Round 908 (Div. 1),A,Anonymous Informant,"['brute force', 'dfs and similar', 'graphs', 'implementation']",2023.11.7 14:35,2023.11.7 16:35,https://codeforces.com/contest/1893/problem/A
1893,Codeforces Round 908 (Div. 1),B,Neutral Tonality,"['constructive algorithms', 'greedy', 'sortings', 'two pointers']",2023.11.7 14:35,2023.11.7 16:35,https://codeforces.com/contest/1893/problem/B
1893,Codeforces Round 908 (Div. 1),C,Freedom of Choice,"['brute force', 'greedy', 'implementation']",2023.11.7 14:35,2023.11.7 16:35,https://codeforces.com/contest/1893/problem/C
1893,Codeforces Round 908 (Div. 1),D,Colorful Constructive,"['constructive algorithms', 'data structures', 'greedy']",2023.11.7 14:35,2023.11.7 16:35,https://codeforces.com/contest/1893/problem/D
1893,Codeforces Round 908 (Div. 1),E,Cacti Symphony,"['combinatorics', 'dfs and similar', 'dp', 'graphs']",2023.11.7 14:35,2023.11.7 16:35,https://codeforces.com/contest/1893/problem/E
1894,Codeforces Round 908 (Div. 2),A,Secret Sport,"['implementation', 'strings']",2023.11.7 14:35,2023.11.7 16:35,https://codeforces.com/contest/1894/problem/A
1894,Codeforces Round 908 (Div. 2),B,Two Out of Three,['constructive algorithms'],2023.11.7 14:35,2023.11.7 16:35,https://codeforces.com/contest/1894/problem/B
1894,Codeforces Round 908 (Div. 2),C,Anonymous Informant,"['constructive algorithms', 'graphs', 'implementation']",2023.11.7 14:35,2023.11.7 16:35,https://codeforces.com/contest/1894/problem/C
1894,Codeforces Round 908 (Div. 2),D,Neutral Tonality,"['constructive algorithms', 'data structures', 'sortings', 'two pointers']",2023.11.7 14:35,2023.11.7 16:35,https://codeforces.com/contest/1894/problem/D
1894,Codeforces Round 908 (Div. 2),E,Freedom of Choice,"['brute force', 'data structures', 'greedy', 'implementation']",2023.11.7 14:35,2023.11.7 16:35,https://codeforces.com/contest/1894/problem/E
1895,Educational Codeforces Round 157 (Rated for Div. 2),A,Treasure Chest,['math'],2023.11.3 14:35,2023.11.3 16:35,https://codeforces.com/contest/1895/problem/A
1895,Educational Codeforces Round 157 (Rated for Div. 2),B,Points and Minimum Distance,"['greedy', 'math', 'sortings']",2023.11.3 14:35,2023.11.3 16:35,https://codeforces.com/contest/1895/problem/B
1895,Educational Codeforces Round 157 (Rated for Div. 2),C,Torn Lucky Ticket,"['brute force', 'dp', 'hashing', 'implementation', 'math']",2023.11.3 14:35,2023.11.3 16:35,https://codeforces.com/contest/1895/problem/C
1895,Educational Codeforces Round 157 (Rated for Div. 2),D,XOR Construction,"['bitmasks', 'constructive algorithms', 'data structures', 'math', 'string suffix structures', 'trees']",2023.11.3 14:35,2023.11.3 16:35,https://codeforces.com/contest/1895/problem/D
1895,Educational Codeforces Round 157 (Rated for Div. 2),E,Infinite Card Game,"['binary search', 'brute force', 'data structures', 'dfs and similar', 'dp', 'dsu', 'games', 'graphs', 'greedy', 'sortings', 'two pointers']",2023.11.3 14:35,2023.11.3 16:35,https://codeforces.com/contest/1895/problem/E
1895,Educational Codeforces Round 157 (Rated for Div. 2),F,Fancy Arrays,"['combinatorics', 'dp', 'math', 'matrices']",2023.11.3 14:35,2023.11.3 16:35,https://codeforces.com/contest/1895/problem/F
1895,Educational Codeforces Round 157 (Rated for Div. 2),G,"Two Characters, Two Colors","['binary search', 'data structures', 'dp', 'flows', 'greedy']",2023.11.3 14:35,2023.11.3 16:35,https://codeforces.com/contest/1895/problem/G
1891,Codeforces Round 907 (Div. 2),A,Sorting with Twos,"['constructive algorithms', 'sortings']",2023.10.30 14:35,2023.10.30 16:35,https://codeforces.com/contest/1891/problem/A
1891,Codeforces Round 907 (Div. 2),B,Deja Vu,"['brute force', 'math', 'sortings']",2023.10.30 14:35,2023.10.30 16:35,https://codeforces.com/contest/1891/problem/B
1891,Codeforces Round 907 (Div. 2),C,Smilo and Monsters,"['binary search', 'constructive algorithms', 'greedy', 'sortings', 'two pointers']",2023.10.30 14:35,2023.10.30 16:35,https://codeforces.com/contest/1891/problem/C
1891,Codeforces Round 907 (Div. 2),D,Suspicious logarithms,"['binary search', 'brute force', 'math']",2023.10.30 14:35,2023.10.30 16:35,https://codeforces.com/contest/1891/problem/D
1891,Codeforces Round 907 (Div. 2),E,Brukhovich and Exams,"['brute force', 'greedy', 'implementation', 'math', 'sortings']",2023.10.30 14:35,2023.10.30 16:35,https://codeforces.com/contest/1891/problem/E
1891,Codeforces Round 907 (Div. 2),F,A Growing Tree,"['data structures', 'dfs and similar', 'trees']",2023.10.30 14:35,2023.10.30 16:35,https://codeforces.com/contest/1891/problem/F
1889,Codeforces Round 906 (Div. 1),A,Qingshan Loves Strings 2,"['constructive algorithms', 'greedy', 'implementation']",2023.10.28 14:35,2023.10.28 17:5,https://codeforces.com/contest/1889/problem/A
1889,Codeforces Round 906 (Div. 1),B,Doremy's Connecting Plan,"['constructive algorithms', 'greedy', 'math', 'sortings']",2023.10.28 14:35,2023.10.28 17:5,https://codeforces.com/contest/1889/problem/B
1889,Codeforces Round 906 (Div. 1),C1,Doremy's Drying Plan (Easy Version),"['brute force', 'data structures', 'dp', 'greedy', 'sortings']",2023.10.28 14:35,2023.10.28 17:5,https://codeforces.com/contest/1889/problem/C1
1889,Codeforces Round 906 (Div. 1),C2,Doremy's Drying Plan (Hard Version),"['data structures', 'dp']",2023.10.28 14:35,2023.10.28 17:5,https://codeforces.com/contest/1889/problem/C2
